player_id,natural_pos,OVR,ST_combo,LW_combo,RW_combo,CM_combo,CDM_combo,CAM_combo,LB_combo,RB_combo,CB_combo,best_combo_pos,best_combo_score
134294,ST,74,76.7,69.1,62.0,53.3,24.9,77.0,17.5,11.8,14.4,CAM,77.0
143424,CM,78,29.3,79.8,73.2,77.8,70.9,78.3,72.0,71.8,16.9,LW,79.8
146509,LB,71,18.7,29.6,23.2,39.9,61.5,18.9,75.0,71.4,34.0,LB,75.0
148153,CB,79,59.9,9.5,14.5,66.4,80.9,36.9,51.0,48.4,81.0,CB,81.0
158816,LB,66,43.9,57.4,46.2,56.4,63.8,55.3,72.5,64.4,18.3,LB,72.5
163738,RB,71,34.2,45.4,41.3,47.4,58.2,33.6,76.0,75.7,20.3,LB,76.0
163744,CB,73,55.2,10.7,11.7,61.1,76.0,31.6,54.9,52.4,75.2,CDM,76.0
169801,ST,68,73.5,58.0,54.8,49.5,23.6,72.7,9.0,1.6,26.3,ST,73.5
173504,CB,80,56.4,13.1,13.3,60.7,76.5,29.0,63.8,63.2,80.3,CB,80.3
175722,CB,80,60.4,20.4,18.2,66.7,77.2,38.5,57.6,54.7,82.2,CB,82.2
177907,CB,80,63.9,15.0,13.1,68.5,71.9,40.9,44.7,41.3,81.8,CB,81.8
181579,CM,79,42.4,68.2,60.2,80.7,66.1,75.1,61.1,57.7,17.8,CM,80.7
183288,LB,82,31.7,37.4,27.9,64.4,76.0,25.6,82.4,82.8,37.5,RB,82.8
183293,CM,72,50.6,66.3,62.0,75.5,63.0,74.4,56.3,54.5,18.7,CM,75.5
183318,CB,75,52.2,5.5,9.2,46.3,63.2,19.2,54.4,53.8,78.2,CB,78.2
185342,CM,70,34.1,40.6,28.8,75.3,71.0,55.5,56.9,52.1,18.9,CM,75.3
186590,CB,85,55.0,21.2,23.6,67.1,83.4,36.0,68.3,69.2,76.6,CDM,83.4
192364,CB,65,52.7,2.4,5.4,52.9,59.7,27.4,38.1,34.2,72.4,CB,72.4
195628,CB,64,55.1,10.6,15.6,50.1,63.6,27.2,56.2,54.4,70.4,CB,70.4
195633,LB,72,45.0,25.1,19.1,56.9,76.8,26.6,75.0,73.1,58.6,CDM,76.8
197642,ST,76,77.9,65.1,62.7,38.0,13.9,68.6,10.7,6.4,19.5,ST,77.9
197838,ST,77,78.6,74.1,66.5,47.3,28.2,76.8,32.6,31.2,16.7,ST,78.6
198516,LB,72,21.1,29.2,23.3,50.5,59.1,25.5,76.9,74.2,33.0,LB,76.9
199527,RW,76,39.4,78.8,72.9,56.9,51.6,68.6,57.8,54.6,14.8,LW,78.8
200777,CAM,68,38.3,71.2,65.8,66.9,51.4,74.4,51.0,47.8,6.7,CAM,74.4
202886,CM,81,82.1,43.4,28.6,73.2,56.4,59.6,37.2,34.2,53.9,ST,82.1
203460,LW,84,47.5,80.1,75.6,70.3,48.6,81.6,46.2,42.3,13.8,CAM,81.6
206225,CDM,71,52.6,16.2,14.2,62.3,76.0,40.6,48.5,45.8,67.9,CDM,76.0
209212,RW,78,33.0,78.6,71.4,72.3,66.7,75.0,70.5,68.2,17.7,LW,78.6
